code,family,series,texture,structure,depth_upper,depth_lower,horizon,depth_gwater,location,site_ID,annual_rain,avetemp_jan,avetemp_jul,date,publication_ID,keyword,contact_person_ID,rating,rated_by
2610,Aquic Dystrochrept,Schmidwald,loam,,5.0,15.0,Ah,,"Melchnau, Switzerland",Schmidwald,110.0,,,6/11/1975,45.0,undisturbed,32.0,,
2611,Aquic Dystrochrept,Schmidwald,loam,,15.0,55.0,(E)BSw,,"Melchnau, Switzerland",Schmidwald,110.0,,,6/11/1975,45.0,undisturbed,32.0,,
2612,Aquic Dystrochrept,Schmidwald,silt loam,,55.0,105.0,"Sw,cn",,"Melchnau, Switzerland",Schmidwald,110.0,,,6/11/1975,45.0,undisturbed,32.0,,
2613,Aquic Dystrochrept,Schmidwald,silt loam,,105.0,175.0,"Sd,cn",,"Melchnau, Switzerland",Schmidwald,110.0,,,6/11/1975,45.0,undisturbed,32.0,,
2614,Aquic Dystrochrept,Schmidwald,loam,,175.0,250.0,"Sd,cn",,"Melchnau, Switzerland",Schmidwald,110.0,,,6/11/1975,45.0,undisturbed,32.0,,
2620,,Rotenbach 3,clay,,0.0,10.0,(Go)Ah,,"Rotenbach, Schwarzsee, Switzerland",Rotenbach 3,164.8,,,8/19/1981,46.0,undisturbed,32.0,,
2621,,Rotenbach 3,clay,,30.0,50.0,Go(r),,"Rotenbach, Schwarzsee, Switzerland",Rotenbach 3,164.8,,,8/19/1981,46.0,undisturbed,32.0,,
2622,,Rotenbach 3,clay,,50.0,80.0,"Go,r",,"Rotenbach, Schwarzsee, Switzerland",Rotenbach 3,164.8,,,8/19/1981,46.0,undisturbed,32.0,,
2630,,Tais Giuven,sandy clay loam,,40.0,60.0,Bfe,,,Tais Giuven (Par. 28),,,,,47.0,undisturbed,32.0,,
2631,,Tais Giuven,sandy loam,,60.0,85.0,BC,,,Tais Giuven,,,,,47.0,undisturbed,32.0,,
2640,Haplic Cryohumod,Guberwald,loamy sand,,40.0,60.0,E,,,Guberwald,180.0,,,6/4/1975,48.0,undisturbed,32.0,,
2641,Haplic Cryohumod,Guberwald,loamy sand,,80.0,120.0,(S)Bfe,,,Guberwald,180.0,,,6/4/1975,48.0,undisturbed,32.0,,
2642,Haplic Cryohumod,Guberwald,sandy loam,,140.0,160.0,(S)Bfe,,,Guberwald,180.0,,,6/4/1975,48.0,undisturbed,32.0,,
2650,Aquic Arenic Hapludalf,Buchberg,loam,,0.0,20.0,Ah,,"Marthalen, Switzerland",Buchberg,93.5,,,4/30/1975,49.0,undisturbed,32.0,,
2651,Aquic Arenic Hapludalf,Buchberg,loam,,20.0,60.0,(E)B,,"Marthalen, Switzerland",Buchberg,93.5,,,4/30/1975,49.0,undisturbed,32.0,,
2652,Aquic Arenic Hapludalf,Buchberg,loam,,60.0,90.0,"Bv,t",,"Marthalen, Switzerland",Buchberg,93.5,,,4/30/1975,49.0,undisturbed,32.0,,
2653,Aquic Arenic Hapludalf,Buchberg,loamy sand,,180.0,230.0,BC,,"Marthalen, Switzerland",Buchberg,93.5,,,4/30/1975,49.0,undisturbed,32.0,,
2660,Typic Haplaquoll,Wuesttobel,clay,,30.0,60.0,GoE,,"Sihlwald, Switzerland",Wuesttobel,129.5,,,5/28/1975,50.0,undisturbed,32.0,,
2661,Typic Haplaquoll,Wuesttobel,clay loam,,105.0,145.0,Go(r),,"Sihlwald, Switzerland",Wuesttobel,129.5,,,5/28/1975,50.0,undisturbed,32.0,,
2670,Typic Hapludalf,Oberforst,silt loam,,75.0,125.0,(S)Bt,,"Moehlin, Switzerland",Oberforst,96.8,,,9/25/1975,51.0,undisturbed,32.0,,
2671,Typic Hapludalf,Oberforst,silt loam,,125.0,175.0,Bcn,,"Moehlin, Switzerland",Oberforst,96.8,,,9/25/1975,51.0,undisturbed,32.0,,
2672,Typic Hapludalf,Oberforst,silt loam,,325.0,375.0,C,,"Moehlin, Switzerland",Oberforst,96.8,,,9/25/1975,51.0,undisturbed,32.0,,
2680,Typic Dystrochrept,Steig,loam,,0.0,20.0,Ah,,"Irchel, Switzerland",Steig,95.4,,,5/14/1975,52.0,undisturbed,32.0,,
2681,Typic Dystrochrept,Steig,clay,,20.0,100.0,(S)Btc,,"Irchel, Switzerland",Steig,95.4,,,5/14/1975,52.0,undisturbed,32.0,,
2682,Typic Dystrochrept,Steig,clay loam,,100.0,130.0,S-Btcn,,"Irchel, Switzerland",Steig,95.4,,,5/14/1975,52.0,undisturbed,32.0,,
2683,Typic Dystrochrept,Steig,clay loam,,130.0,180.0,BcnC,,"Irchel, Switzerland",Steig,95.4,,,5/14/1975,52.0,undisturbed,32.0,,
2690,Typic Rendoll,Oesterliwald,clay,,0.0,20.0,Ah,,"Baden, Switzerland",Oesterliwald,110.7,,,4/23/1979,53.0,undisturbed,32.0,,
2691,Typic Rendoll,Oesterliwald,clay,,20.0,60.0,AhC,,"Baden, Switzerland",Oesterliwald,110.7,,,4/23/1979,53.0,undisturbed,32.0,,
2700,Eutrochreptic Rendoll,Schitterwald,clay loam,,0.0,20.0,Ah,,"Weissenstein, Switzerland",Schitterwald,145.0,,,10/27/1976,54.0,undisturbed,32.0,,
2701,Eutrochreptic Rendoll,Schitterwald,clay loam,,20.0,50.0,AhC,,"Weissenstein, Switzerland",Schitterwald,145.0,,,10/27/1976,54.0,undisturbed,32.0,,
2710,Aquic Dystric Eutrochrept,Riedhof,silt loam,,0.0,20.0,Ah,,"Langenthal, Switzerland",Riedhof,115.4,,,6/19/1975,55.0,undisturbed,32.0,,
2711,Aquic Dystric Eutrochrept,Riedhof,silt loam,,20.0,35.0,(E)B,,"Langenthal, Switzerland",Riedhof,115.4,,,6/19/1975,55.0,undisturbed,32.0,,
2712,Aquic Dystric Eutrochrept,Riedhof,silt loam,,35.0,50.0,(Sw)Bt,,"Langenthal, Switzerland",Riedhof,115.4,,,6/19/1975,55.0,undisturbed,32.0,,
2713,Aquic Dystric Eutrochrept,Riedhof,silt loam,,70.0,120.0,(Sd)BC,,"Langenthal, Switzerland",Riedhof,115.4,,,6/19/1975,55.0,undisturbed,32.0,,
2720,Aquic Dystrochrept,Ober-Rickenzopfen,silt loam,,0.0,20.0,Ah,,"Langenthal, Switzerland",Ober-Rickenzopfen,115.4,,,6/19/1975,56.0,undisturbed,32.0,,
2721,Aquic Dystrochrept,Ober-Rickenzopfen,silt loam,,20.0,50.0,(E)Sw,,"Langenthal, Switzerland",Ober-Rickenzopfen,115.4,,,6/19/1975,56.0,undisturbed,32.0,,
2722,Aquic Dystrochrept,Ober-Rickenzopfen,silt loam,,50.0,100.0,(BC)Sd,,"Langenthal, Switzerland",Ober-Rickenzopfen,115.4,,,6/19/1975,56.0,undisturbed,32.0,,
2723,Aquic Dystrochrept,Ober-Rickenzopfen,silt loam,,100.0,150.0,(Sd)C,,"Langenthal, Switzerland",Ober-Rickenzopfen,115.4,,,6/19/1975,56.0,undisturbed,32.0,,
2730,Humic Haplaquept,Unter-Rickenzopfen,silt loam,,0.0,35.0,H,,"Langenthal, Switzerland",Unter-Rickenzopfen,115.4,,,6/19/1975,57.0,undisturbed,32.0,,
2731,Humic Haplaquept,Unter-Rickenzopfen,silt loam,,35.0,65.0,SwE,,"Langenthal, Switzerland",Unter-Rickenzopfen,115.4,,,6/19/1975,57.0,undisturbed,32.0,,
2732,Humic Haplaquept,Unter-Rickenzopfen,silt loam,,65.0,95.0,"Sd,cn",,"Langenthal, Switzerland",Unter-Rickenzopfen,115.4,,,6/19/1975,57.0,undisturbed,32.0,,
2740,,Cima Pianca,clay loam,,0.0,35.0,Ah,,"Novaggio, Switzerland",Cima Pianca,227.70000000000002,,,9/9/1975,58.0,undisturbed,32.0,,
2741,,Cima Pianca,loam,,35.0,65.0,(E)A,,"Novaggio, Switzerland",Cima Pianca,227.70000000000002,,,9/9/1975,58.0,undisturbed,32.0,,
2742,,Cima Pianca,loam,,65.0,95.0,EA,,"Novaggio, Switzerland",Cima Pianca,227.70000000000002,,,9/9/1975,58.0,undisturbed,32.0,,
2743,,Cima Pianca,clay loam,,95.0,125.0,Bh(fe),,"Novaggio, Switzerland",Cima Pianca,227.70000000000002,,,9/9/1975,58.0,undisturbed,32.0,,
2750,,Bruennli,loam,,0.0,30.0,(E)B,,"Zugerberg, Switzerland",Bruennli,156.5,,,11/8/1979,59.0,undisturbed,32.0,,
2751,,Bruennli,sandy loam,,30.0,60.0,Bv,,"Zugerberg, Switzerland",Bruennli,156.5,,,11/8/1979,59.0,undisturbed,32.0,,
2752,,Bruennli,loam,,60.0,100.0,(Sd)BC,,"Zugerberg, Switzerland",Bruennli,156.5,,,11/8/1979,59.0,undisturbed,32.0,,
2753,,Bruennli,sandy loam,,100.0,120.0,(Sd)BC,,"Zugerberg, Switzerland",Bruennli,156.5,,,11/8/1979,59.0,undisturbed,32.0,,
2760,,Stockeren,silt loam,,0.0,20.0,Ah,,"Lyss, Switzerland",Stockeren,108.2,,,10/10/1979,60.0,undisturbed,32.0,,
2761,,Stockeren,silt loam,,20.0,40.0,(B)Ah,,"Lyss, Switzerland",Stockeren,108.2,,,10/10/1979,60.0,undisturbed,32.0,,
2762,,Stockeren,sandy loam,,40.0,65.0,(B)C,,"Lyss, Switzerland",Stockeren,108.2,,,10/10/1979,60.0,undisturbed,32.0,,
2763,,Stockeren,loamy sand,,65.0,85.0,(Go)C,,"Lyss, Switzerland",Stockeren,,,,10/10/1979,60.0,undisturbed,32.0,,
2764,,Stockeren,sandy loam,,85.0,115.0,"Go,(r)",,"Lyss, Switzerland",Stockeren,108.2,,,10/10/1979,60.0,undisturbed,32.0,,
2765,,Stockeren,sandy loam,,115.0,140.0,"Gr,(o)",,"Lyss, Switzerland",Stockeren,108.2,,,10/10/1979,60.0,undisturbed,32.0,,
3000,Podzols,Dmitrov clay,sandy loam,,0.0,10.0,A,150.0,"Dmitrov region, Moscow, Russia",Lysimeter station,50.0,,18.400000000000002,9/4/1989,61.0,undisturbed,33.0,,
3010,Soddy gley,Dmitrov gley,sandy loam,,0.0,12.0,A,150.0,"Dmitrov region, Moscow, Russia",Lysimeter station,50.0,,18.400000000000002,9/4/1989,61.0,undisturbed,33.0,,
3020,Podzols,Dmitrov sand,sand,,0.0,10.0,A,150.0,"Dmitrov region, Moscow, Russia",Lysimeter station,50.0,,18.400000000000002,9/4/1989,61.0,undisturbed,33.0,,
3030,Chernozem,Orenburg Chernozem,silty clay,,0.0,22.0,A,,"Orenburg region, Russia",Northwestern plot,,-16.0,18.0,9/15/1989,62.0,"undisturbed, disturbed",33.0,,
3031,Chernozem,Orenburg Chernozem,clay loam,,22.0,38.0,B,,"Orenburg region, Russia",Northwestern plot,,-16.0,18.0,9/15/1989,62.0,"undisturbed, disturbed",33.0,,
3032,Chernozem,Orenburg Chernozem,clay loam,,38.0,90.0,BC,,"Orenburg region, Russia",Northwestern plot,,-16.0,18.0,9/15/1989,62.0,"undisturbed, disturbed",33.0,,
3033,Chernozem,Orenburg Chernozem,clay loam,,90.0,200.0,C,,"Orenburg region, Russia",Northwestern plot,,-16.0,18.0,9/15/1989,62.0,"undisturbed, disturbed",33.0,,
3050,,Shirasu,sandy loam,,,,,,"Kyusyu District, Japan",,237.5,7.0,27.2,Jan-88,999.0,,34.0,,
3060,,Hokkaido,sand,,,,,,"Hokkaido, Japan",,130.7,-5.2,19.0,Jan-82,999.0,,34.0,,
3070,,Toyoura Sand I,sand,,,,,,"Toyoura, Yamaguchi Prefecture, Japan",,171.8,5.5,25.3,Jan-79,999.0,,34.0,,
3080,,Toyoura Sand II,sand,,,,,,"Toyoura, Yamaguchi Prefecture, Japan",,171.8,5.5,25.3,Jan-88,999.0,,34.0,,
3090,Chernozem (on Loess),Odessa Chernozem,silt loam,,0.0,20.0,Ap,1300.0,"Ukraine, Odessa region, Russia",,49.0,-4.2,21.5,Jul-88,63.0,undisturbed,35.0,6.0,Shein
3091,Chernozem (on Loess),Odessa Chernozem,silt loam,,20.0,44.0,A1,1300.0,"Ukraine, Odessa region, Russia",,49.0,-4.2,21.5,Jul-88,63.0,undisturbed,35.0,6.0,Shein
3093,Chernozem (on Loess),Odessa Chernozem,silt loam,,130.0,185.0,BC,1300.0,"Ukraine, Odessa region, Russia",,49.0,-4.2,21.5,Jul-88,63.0,undisturbed,35.0,6.0,Shein
3100,Chernozem,Moldova Chernozem I,silty clay loam,,0.0,11.0,Ap,2400.0,"Moldova, Dnestr region, Russia",bare fallow,64.0,-7.4,23.400000000000002,Sep-85,64.0,undisturbed,35.0,6.0,Shein
3101,Chernozem,Moldova Chernozem I,silty clay loam,,16.0,32.0,A1,2400.0,"Moldova, Dnestr region, Russia",bare fallow,64.0,-7.4,23.400000000000002,Sep-85,64.0,undisturbed,35.0,6.0,Shein
3102,Chernozem,Moldova Chernozem I,silty clay loam,,40.0,70.0,A12,2400.0,"Moldova, Dnestr region, Russia",bare fallow,64.0,-7.4,23.400000000000002,Sep-85,64.0,undisturbed,35.0,6.0,Shein
3103,Chernozem,Moldova Chernozem I,silty clay loam,,80.0,100.0,AB,2400.0,"Moldova, Dnestr region, Russia",bare fallow,64.0,-7.4,23.400000000000002,Sep-85,64.0,undisturbed,35.0,6.0,Shein
3110,Chernozem,Moldova Chernozem II,silty clay loam,,5.0,15.0,A,2400.0,"Moldova, Dnestr region, Russia",apple orchard,64.0,-7.4,23.400000000000002,6/9/1985,64.0,undisturbed,35.0,6.0,Shein
3111,Chernozem,Moldova Chernozem II,silty clay loam,,15.0,30.0,A1,2400.0,"Moldova, Dnestr region, Russia",apple orchard,64.0,-7.4,23.400000000000002,6/9/1985,64.0,undisturbed,35.0,6.0,Shein
3112,Chernozem,Moldova Chernozem II,silty clay loam,,40.0,50.0,A12,2400.0,"Moldova, Dnestr region, Russia",apple orchard,64.0,-7.4,23.400000000000002,6/9/1985,64.0,undisturbed,35.0,4.0,Shein
3113,Chernozem,Moldova Chernozem II,silty clay loam,,85.0,90.0,AB,2400.0,"Moldova, Dnestr region, Russia",apple orchard,64.0,-7.4,23.400000000000002,6/9/1985,64.0,undisturbed,35.0,4.0,Shein
3120,"Fine, mixed, hyperthermic, lypic, hapagnept",Canning,silty clay,subangular blocky,0.0,15.0,A,100.0,"Canning Town, W. Bengal India","C.S.S.R.I., Regional Res. Sta., East plot Canning Res. farm",175.0,19.0,28.0,1990,65.0,disturbed,36.0,,
3130,"sandy, mixed, frigid Typic Haplaquoll",Hamar,loamy sand,weak medium fine subangular blocky,0.0,15.0,A1p,,"Dickey Co., ND, USA","A1 (north) Heimbuch, S 26, T 130N, R59W",,,,9/10/1984,66.0,undisturbed,37.0,,
3131,"sandy, mixed, frigid Typic Haplaquoll",Hamar,loamy sand,moderate coarse medium prismatic,15.0,30.0,A12,,"Dickey Co., ND, USA","A1 (north) Heimbuch, S 26, T 130N, R 59W",,,,9/10/1984,66.0,undisturbed,37.0,,
3132,"sandy, mixed, frigid Typic Haplaquoll",Hamar,sand,very weak coarse prismatic,46.0,61.0,Bg,,"Dickey Co., ND, USA","A1 (north) Heimbuch, S 26, T 130N, R 59W",,,,9/10/1984,66.0,undisturbed,37.0,,
3133,"sandy, mixed, frigid Typic Haplaquoll",Hamar,sand,very weak coarse prismatic,91.0,106.0,Cg1,,"Dickey Co., ND, USA","A1 (north) Heimbuch, S 26, T 130N, R 59W",,,,9/10/1984,66.0,undisturbed,37.0,,
3134,"sandy, mixed, frigid Typic Haplaquoll",Hamar,sand,very weak coarse prismatic,106.0,122.0,Cg2,,"Dickey Co., ND, USA","A1 (north) Heimbuch, S 26, T 130N, R 59W",,,,9/10/1984,66.0,undisturbed,37.0,,
3140,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak medium and fine subang. blocky,0.0,15.0,A1p,,"Dickey Co., ND, USA","B1 (East) Heimbuch, S 26, T 130N, R 59W",,,,Oct-84,66.0,undisturbed,37.0,,
3141,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,mod. coarse and med. subang. blocky,15.0,30.0,A12,,"Dickey Co., ND, USA","B1 (East) Heimbuch, S 26, T 130N, R 59W",,,,Sep-84,66.0,undisturbed,37.0,,
3142,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak coarse and med. subang. blocky,30.0,46.0,Bw,,"Dickey Co., ND, USA","B1 (East) Heimbuch, S 26, T 130 N, R 59W",,,,Oct-84,66.0,,37.0,,
3143,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,coarse and med. prismatic,61.0,76.0,C,,"Dickey Co., ND, USA","B1 (East) Heimbuch, S 26, T 130N, R 59W",,,,Oct-84,66.0,,37.0,,
3144,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak coarse and med. prismatic,91.0,106.0,Cg,,"Dickey Co., ND, USA","B1 (East) Heimbuch, S 26, T 130N, R 59W",,,,Sep-84,66.0,undisturbed,37.0,,
3150,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,loamy sand,mod. coarse and med. subang. blocky,0.0,15.0,A1p,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Sep-84,66.0,,37.0,,
3151,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,loamy sand,mod. coarse and med. prismatic,15.0,30.0,A12,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Oct-84,66.0,,37.0,,
3152,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,loamy sand,mod. coarse and med. prismatic,30.0,46.0,A13,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Sep-84,66.0,,37.0,,
3153,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak coarse and med. prismatic,61.0,76.0,Bw,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Oct-84,66.0,,37.0,,
3154,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak coarse and med. prismatic,76.0,91.0,C,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Sep-84,66.0,,37.0,,
3155,"sandy, mixed, Aquic Haploboroll",Hecla loamy sand,sand,weak coarse and med. prismatic,106.0,122.0,Cg,,"Dickey Co., ND, USA","C-1 (north) Heimbuch, S 26, T 130N, R 59W",,,,Oct-84,66.0,,37.0,,
3160,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,loamy sand,weak coarse and med. granular,0.0,15.0,A1p,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3161,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,loamy sand,weak medium prismatic,15.0,30.0,A12,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jul-84,66.0,,37.0,,
3162,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,sand,weak medium prismatic,46.0,61.0,Bw,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3163,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,sand,single grain,61.0,91.0,C1g,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3164,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,sand,single grain,91.0,122.0,C2g,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jul-85,66.0,,37.0,,
3165,"sandy, mixed, Aquic Haploboroll",Hecla loamy-fine sand,sand,single grain,122.0,151.0,C3g,,"Dickey Co., ND, USA","D-1 (west), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3170,"sandy, frigid Aeric Calciaquoll",Ulen,loamy sand,weak coarse and med. granular,0.0,15.0,A1p,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3171,"sandy, frigid Aeric Calciaquoll",Ulen,loamy sand,weak coarse prismatic,30.0,46.0,A12,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3172,"sandy, frigid Aeric Calciaquoll",Ulen,sand,weak very coarse prismatic,46.0,61.0,Bk,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3173,"sandy, frigid Aeric Calciaquoll",Ulen,sand,weak very coarse prismatic,61.0,91.0,BCk,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3174,"sandy, frigid Aeric Calciaquoll",Ulen,sand,very weak very coarse prismatic,91.0,122.0,C1g,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3175,"sandy, frigid Aeric Calciaquoll",Ulen,sand,single grain,122.0,152.0,C2g,,"Dickey Co., ND, USA","E-1 (north), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3180,"coarse-loamy, frigid Typic Calciaquoll",Arveson,sandy loam,moderate coarse prismatic,30.0,46.0,Bk,,"Dickey, Co., ND, USA","F-1(north),S9,T130N,R59W",,,,Aug-85,66.0,,37.0,,
3181,"coarse-loamy, frigid Typic Calciaquoll",Arveson,sand,very weak very coarse prismatic,61.0,91.0,C1,,"Dickey Co., ND, USA","F-1 (north),S9,T130N,R59W",,,,Jun-85,66.0,,37.0,,
3182,"coarse-loamy, frigid Typic Calciaquoll",Arveson,sand,very weak very coarse prismatic,91.0,122.0,C2g,,"Dickey Co., ND, USA","F-1 (north), S 9, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3183,"coarse-loamy, frigid Typic Calciaquoll",Arveson,sand,massive,152.0,182.0,C3,,"Dickey Co., ND, USA","F-1 (north), S 9, T 130N, R 59W",,,,Jun-85,66.0,,37.0,,
3190,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,moderate coarse medium granular,0.0,15.0,A1p,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Aug-85,66.0,,37.0,,
3191,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,moderate medium prismatic,15.0,30.0,A12,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Aug-85,66.0,,37.0,,
3192,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,moderate coarse prismatic,30.0,45.0,Bw,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Jun-85,66.0,,37.0,,
3193,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,moderate coarse prismatic,46.0,61.0,BCk,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Aug-85,66.0,,37.0,,
3194,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,weak coarse prismatic,91.0,122.0,C1,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Aug-85,66.0,,37.0,,
3195,coarse-loamy mixed Udic Haploboroll,Heimdal loam,loam,weak coarse prismatic,122.0,152.0,C2,,"Dickey Co., ND, USA","G-1 (north), S 25, T 131N, R 59W",,,,Aug-85,66.0,,37.0,,
3200,"coarse-loamy, mixed, frigid Typic Natraquoll",Stirum,sandy loam,moderate medium granular,0.0,15.0,Ap,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3201,"coarse-loamy, mixed, frigid Typic Natraquoll",Stirum,sandy loam,strong coarse and med. ang. blocky,15.0,30.0,Bt,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3202,"coarse-loamy, mixed, frigid Typic Natraquoll",Stirum,sandy clay loam,moderate coarse prismatic,30.0,46.0,Btk1,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3203,"coarse-loamy, mixed, frigid Typic Natraquoll",Stirum,sandy loam,moderate coarse,46.0,61.0,Btk2,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3204,"coarse-loamy mixed, frigid Typic Natraquoll",Stirum,loamy sand,weak coarse prismatic,61.0,76.0,BC,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3205,"coarse-loamy mixed, frigid Typic Natraquoll",Stirum,sandy loam,weak coarse prismatic,76.0,91.0,2Ab,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3206,"coarse-loamy mixed, frigid Typic Natraquoll",Stirum,sand,single grain,91.0,107.0,C2,,"Dickey Co., ND, USA","H-1 (north), S 29, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3210,coarse-silty mixed Udic Haploboroll,Eckman silt loam,silt loam,moderate medium granular,0.0,15.0,Ap,,"Dickey Co., ND, USA","I-1. S 25, T 129N, R 60W",,,,Aug-85,66.0,,37.0,,
3211,coarse-silty mixed Udic Haploboroll,Eckman silt loam,silt loam,mod. coarse and med. prismatic,15.0,30.0,Bw,,"Dickey Co., ND, USA","I-1. S 25, T 129N, R 60W",,,,Aug-85,66.0,,37.0,,
3212,coarse-silty mixed Udic Haploboroll,Eckman silt loam,silty clay loam,weak coarse prismatic,30.0,46.0,BCk,,"Dickey Co., ND, USA","I-1. S 25, T 129N, R 60W",,,,Aug-85,66.0,,37.0,,
3213,coarse-silty mixed Udic Haploboroll,Eckman silt loam,silt loam,weak coarse prismatic,61.0,76.0,BCsa,,"Dickey Co., ND, USA","I-1. S 25, T 129N, R 60W",,,,Oct-85,66.0,,37.0,,
3214,coarse-silty mixed Udic Haploboroll,Eckman silt loam,silt,moderate medium and fine platy,76.0,107.0,C,,"Dickey Co., ND, USA","I-1. S 25, T 129N, R 60W",,,,Oct-85,66.0,,37.0,,
3220,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,silt loam,moderate medium granular,0.0,15.0,Ap,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3221,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,loam,moderate medium prismatic,46.0,61.0,Bw,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3222,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,loam,weak medium prismatic,76.0,91.0,BCk1,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3223,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,silt loam,weak medium prismatic,91.0,106.0,BCk2,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Aug-85,66.0,,37.0,,
3224,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,silt loam,weak coarse prismatic,122.0,137.0,C1,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3225,coarse-silty mixed Pachic Udic Haploboroll,Gardena loam,silt loam,weak medium prismatic,137.0,152.0,C2,,"Dickey Co., ND, USA","J-1. S 18, T 130N, R 59W",,,,Oct-85,66.0,,37.0,,
3230,Leptic Podzol,Kootwijk,sand,,4.0,40.0,Ap,500.0,"Kootwijk, Netherlands","52ø 13' N, 5ø 39' E",91.9,1.0,19.0,1988-89,67.0,undisturbed,38.0,6.0,Schaap
3231,Leptic Podzol,Kootwijk,sand,,40.0,80.0,Bs,500.0,"Kootwijk, Netherlands","52ø 13' N, 5ø 39' E",91.9,1.0,19.0,1988-89,67.0,undisturbed,38.0,6.0,Schaap
